RequirementCode|RequirementTitle|RequirementDesc|RequirementCategory|Telemetry|Control|Metric|ValueFormula|Interpretation|IndustryBench|Regulation|Rule|Geography|BaselineFlag
EU-037|Providers of GPAI mo|Article 55(1)(c)|System Performance|NO|Regulatory Safety In|NO_METRIC|NO_FORMULA|Article 55(1)(c)|N/A|EU AI Act|Providers of GPAI mo|EU|Not Baseline
EU-037|Providers of GPAI mo|Article 55(1)(c)|System Performance|NO|Event Logging|ai.logs.coverage_rat|(logged_events / tot|Article 55(1)(c)|N/A|EU AI Act|Providers of GPAI mo|EU|Not Baseline
EU-037|Providers of GPAI mo|Article 55(1)(c)|System Performance|NO|Event Logging|ai.logs.retention_da|min(retention_days a|Article 55(1)(c)|N/A|EU AI Act|Providers of GPAI mo|EU|Not Baseline
EU-037|Providers of GPAI mo|Article 55(1)(c)|System Performance|NO|Record-Keeping|ai.records.audit_log|(verified_log_entrie|Article 55(1)(c)|N/A|EU AI Act|Providers of GPAI mo|EU|Not Baseline
EU-038|Providers of GPAI mo|Article 55(1)(d)|Security|NO|Security Governance|NO_METRIC|NO_FORMULA|Article 55(1)(d)|N/A|EU AI Act|Providers of GPAI mo|EU|Baseline
EU-038|Providers of GPAI mo|Article 55(1)(d)|Security|NO|Software Security|ai.security.pentest_|days_since(last_pent|Article 55(1)(d)|N/A|EU AI Act|Providers of GPAI mo|EU|Not Baseline
EU-038|Providers of GPAI mo|Article 55(1)(d)|Security|NO|Software Security|ai.security.vuln_ope|count(vulnerabilitie|Article 55(1)(d)|N/A|EU AI Act|Providers of GPAI mo|EU|Not Baseline
EU-038|Providers of GPAI mo|Article 55(1)(d)|Security|NO|Data Security|ai.data.dlp_incident|count(dlp_incidents)|Article 55(1)(d)|N/A|EU AI Act|Providers of GPAI mo|EU|Not Baseline
EU-038|Providers of GPAI mo|Article 55(1)(d)|Security|NO|Data Security|ai.data.encryption_c|(encrypted_datasets |Article 55(1)(d)|N/A|EU AI Act|Providers of GPAI mo|EU|Not Baseline
EU-038|Providers of GPAI mo|Article 55(1)(d)|Security|NO|Physical Security|NO_METRIC|NO_FORMULA|Article 55(1)(d)|N/A|EU AI Act|Providers of GPAI mo|EU|Not Baseline
EU-039|AI systems deploying|Article 5(1)(a)|Corporate Oversight|YES|AI Transparency|ai.transparency.disc|(disclosed_interacti|Article 5(1)(a)|90.0|EU AI Act|AI systems deploying|EU|Baseline
EU-039|AI systems deploying|Article 5(1)(a)|Corporate Oversight|NO|Safety|NO_METRIC|NO_FORMULA|Article 5(1)(a)|N/A|EU AI Act|AI systems deploying|EU|Not Baseline
EU-039|AI systems deploying|Article 5(1)(a)|Corporate Oversight|NO|Fairness and Bias Ma|ai.fairness.demograp|min(P(Y=1 A=a)) / ma|Article 5(1)(a)|N/A|EU AI Act|AI systems deploying|EU|Not Baseline
EU-039|AI systems deploying|Article 5(1)(a)|Corporate Oversight|NO|Fairness and Bias Ma|ai.fairness.equal_op|max(TPR_a - TPR_b) a|Article 5(1)(a)|N/A|EU AI Act|AI systems deploying|EU|Not Baseline
EU-040|AI systems that expl|Article 5(1)(b)|Solution Design|NO|Safety|NO_METRIC|NO_FORMULA|Article 5(1)(b)|N/A|EU AI Act|AI systems that expl|EU|Not Baseline
EU-040|AI systems that expl|Article 5(1)(b)|Solution Design|NO|Fairness and Bias Ma|ai.fairness.demograp|min(P(Y=1 A=a)) / ma|Article 5(1)(b)|N/A|EU AI Act|AI systems that expl|EU|Not Baseline
EU-040|AI systems that expl|Article 5(1)(b)|Solution Design|NO|Fairness and Bias Ma|ai.fairness.equal_op|max(TPR_a - TPR_b) a|Article 5(1)(b)|N/A|EU AI Act|AI systems that expl|EU|Not Baseline
EU-041|Real-time remote bio|Article 5(1)(h)|Risk & Compliance|NO|Personal Data|ai.privacy.consent_r|(consented_records /|Article 5(1)(h)|N/A|EU AI Act|Real-time remote bio|EU|Not Baseline
EU-041|Real-time remote bio|Article 5(1)(h)|Risk & Compliance|NO|Personal Data|ai.privacy.dsr_respo|mean(days_from_reque|Article 5(1)(h)|N/A|EU AI Act|Real-time remote bio|EU|Not Baseline
EU-041|Real-time remote bio|Article 5(1)(h)|Risk & Compliance|NO|Safety|NO_METRIC|NO_FORMULA|Article 5(1)(h)|N/A|EU AI Act|Real-time remote bio|EU|Not Baseline
EU-041|Real-time remote bio|Article 5(1)(h)|Risk & Compliance|NO|Identity and Access|ai.access.failed_aut|failed_auth_events /|Article 5(1)(h)|N/A|EU AI Act|Real-time remote bio|EU|Not Baseline
EU-041|Real-time remote bio|Article 5(1)(h)|Risk & Compliance|NO|Identity and Access|ai.access.mfa_covera|(mfa_enabled_users /|Article 5(1)(h)|N/A|EU AI Act|Real-time remote bio|EU|Not Baseline
EU-041|Real-time remote bio|Article 5(1)(h)|Risk & Compliance|NO|Identity and Access|ai.access.privileged|(reviewed_accounts /|Article 5(1)(h)|N/A|EU AI Act|Real-time remote bio|EU|Not Baseline
EU-042|Providers and deploy|Article 50(1)|Corporate Oversight|YES|AI Transparency|ai.transparency.disc|(disclosed_interacti|Article 50(1)|90.0|EU AI Act|Providers and deploy|EU|Baseline
EU-042|Providers and deploy|Article 50(1)|Corporate Oversight|NO|Consumer Interaction|ai.disclosure.consum|(disclosed_consumer_|Article 50(1)|N/A|EU AI Act|Providers and deploy|EU|Not Baseline
EU-042|Providers and deploy|Article 50(1)|Corporate Oversight|YES|Transparency|ai.risk.doc_complete|max(0, 100 - ai.tran|Your documentation g|20.0|EU AI Act|Providers and deploy|EU|Baseline
EU-042|Providers and deploy|Article 50(1)|Corporate Oversight|YES|Transparency|ai.transparency.doc_|(completed_doc_secti|Article 50(1)|80.0|EU AI Act|Providers and deploy|EU|Baseline
EU-043|Providers of AI syst|Article 50(2)|Corporate Oversight|YES|AI Transparency|ai.transparency.disc|(disclosed_interacti|Article 50(2)|90.0|EU AI Act|Providers of AI syst|EU|Baseline
EU-043|Providers of AI syst|Article 50(2)|Corporate Oversight|YES|Transparency|ai.risk.doc_complete|max(0, 100 - ai.tran|Your documentation g|20.0|EU AI Act|Providers of AI syst|EU|Baseline
EU-043|Providers of AI syst|Article 50(2)|Corporate Oversight|YES|Transparency|ai.transparency.doc_|(completed_doc_secti|Article 50(2)|80.0|EU AI Act|Providers of AI syst|EU|Baseline
IL-001|Employers using AI t|AI Video Interview A|Risk & Compliance|YES|AI Transparency|ai.transparency.disc|(disclosed_interacti|AI Video Interview A|90.0|Illinois AI Laws|Employers using AI t|US-IL|Baseline
IL-001|Employers using AI t|AI Video Interview A|Risk & Compliance|NO|Consumer Interaction|ai.disclosure.consum|(disclosed_consumer_|AI Video Interview A|N/A|Illinois AI Laws|Employers using AI t|US-IL|Not Baseline
IL-001|Employers using AI t|AI Video Interview A|Risk & Compliance|NO|Privacy by Design|NO_METRIC|NO_FORMULA|AI Video Interview A|N/A|Illinois AI Laws|Employers using AI t|US-IL|Not Baseline
IL-001|Employers using AI t|AI Video Interview A|Risk & Compliance|NO|Adverse Decision App|ai.appeals.rate|(appeals_submitted /|AI Video Interview A|N/A|Illinois AI Laws|Employers using AI t|US-IL|Not Baseline
IL-001|Employers using AI t|AI Video Interview A|Risk & Compliance|NO|Adverse Decision App|ai.appeals.resolutio|mean(resolution_time|AI Video Interview A|N/A|Illinois AI Laws|Employers using AI t|US-IL|Not Baseline
IL-002|Employers shall not |AI Video Interview A|Risk & Compliance|NO|Personal Data|ai.privacy.consent_r|(consented_records /|AI Video Interview A|N/A|Illinois AI Laws|Employers shall not |US-IL|Not Baseline
IL-002|Employers shall not |AI Video Interview A|Risk & Compliance|NO|Personal Data|ai.privacy.dsr_respo|mean(days_from_reque|AI Video Interview A|N/A|Illinois AI Laws|Employers shall not |US-IL|Not Baseline
IL-002|Employers shall not |AI Video Interview A|Risk & Compliance|NO|Privacy Compliance|NO_METRIC|NO_FORMULA|AI Video Interview A|N/A|Illinois AI Laws|Employers shall not |US-IL|Not Baseline
IL-002|Employers shall not |AI Video Interview A|Risk & Compliance|NO|Data Security|ai.data.dlp_incident|count(dlp_incidents)|AI Video Interview A|N/A|Illinois AI Laws|Employers shall not |US-IL|Not Baseline
IL-002|Employers shall not |AI Video Interview A|Risk & Compliance|NO|Data Security|ai.data.encryption_c|(encrypted_datasets |AI Video Interview A|N/A|Illinois AI Laws|Employers shall not |US-IL|Not Baseline
IL-002|Employers shall not |AI Video Interview A|Risk & Compliance|NO|Third-Party Responsi|NO_METRIC|NO_FORMULA|AI Video Interview A|N/A|Illinois AI Laws|Employers shall not |US-IL|Not Baseline
IL-003|No private entity ma|BIPA §15(b)|Risk & Compliance|NO|Consumer Interaction|ai.disclosure.consum|(disclosed_consumer_|BIPA §15(b)|N/A|Illinois AI Laws|No private entity ma|US-IL|Not Baseline
IL-003|No private entity ma|BIPA §15(b)|Risk & Compliance|NO|Privacy by Design|NO_METRIC|NO_FORMULA|BIPA §15(b)|N/A|Illinois AI Laws|No private entity ma|US-IL|Not Baseline
IL-003|No private entity ma|BIPA §15(b)|Risk & Compliance|NO|Personal Data|ai.privacy.consent_r|(consented_records /|BIPA §15(b)|N/A|Illinois AI Laws|No private entity ma|US-IL|Not Baseline
IL-003|No private entity ma|BIPA §15(b)|Risk & Compliance|NO|Personal Data|ai.privacy.dsr_respo|mean(days_from_reque|BIPA §15(b)|N/A|Illinois AI Laws|No private entity ma|US-IL|Not Baseline
ISO-001|The organisation sha|Clause 4.4|Risk & Compliance|NO|Executive Commitment|NO_METRIC|NO_FORMULA|Clause 4.4|N/A|ISO/IEC 42001|The organisation sha|Worldwide|Baseline
ISO-001|The organisation sha|Clause 4.4|Risk & Compliance|NO|Roles and Resources|ai.governance.role_f|(filled_governance_r|Clause 4.4|N/A|ISO/IEC 42001|The organisation sha|Worldwide|Not Baseline
ISO-001|The organisation sha|Clause 4.4|Risk & Compliance|NO|Lifecycle Management|NO_METRIC|NO_FORMULA|Clause 4.4|N/A|ISO/IEC 42001|The organisation sha|Worldwide|Not Baseline
ISO-001|The organisation sha|Clause 4.4|Risk & Compliance|YES|Risk Framework|ai.transparency.doc_|(completed_doc_secti|Clause 4.4|80.0|ISO/IEC 42001|The organisation sha|Worldwide|Baseline
ISO-002|Top management shall|Clause 5.1|Corporate Oversight|NO|Executive Commitment|NO_METRIC|NO_FORMULA|Clause 5.1|N/A|ISO/IEC 42001|Top management shall|Worldwide|Baseline
ISO-002|Top management shall|Clause 5.1|Corporate Oversight|NO|Strategic Alignment|NO_METRIC|NO_FORMULA|Clause 5.1|N/A|ISO/IEC 42001|Top management shall|Worldwide|Not Baseline
ISO-003|The organisation sha|Clause 5.2|Risk & Compliance|NO|Executive Commitment|NO_METRIC|NO_FORMULA|Clause 5.2|N/A|ISO/IEC 42001|The organisation sha|Worldwide|Baseline
ISO-003|The organisation sha|Clause 5.2|Risk & Compliance|NO|Strategic Alignment|NO_METRIC|NO_FORMULA|Clause 5.2|N/A|ISO/IEC 42001|The organisation sha|Worldwide|Not Baseline
ISO-003|The organisation sha|Clause 5.2|Risk & Compliance|YES|Regulatory Complianc|ai.risk.disclosure_g|max(0, 100 - ai.tran|Your disclosure gap |10.0|ISO/IEC 42001|The organisation sha|Worldwide|Not Baseline
ISO-003|The organisation sha|Clause 5.2|Risk & Compliance|YES|Regulatory Complianc|ai.transparency.disc|(disclosed_interacti|Clause 5.2|90.0|ISO/IEC 42001|The organisation sha|Worldwide|Not Baseline
ISO-004|Responsibilities and|Clause 5.3|Risk & Compliance|NO|Roles and Resources|ai.governance.role_f|(filled_governance_r|Clause 5.3|N/A|ISO/IEC 42001|Responsibilities and|Worldwide|Not Baseline
ISO-004|Responsibilities and|Clause 5.3|Risk & Compliance|YES|Risk Framework|ai.transparency.doc_|(completed_doc_secti|Clause 5.3|80.0|ISO/IEC 42001|Responsibilities and|Worldwide|Baseline
ISO-005|The organisation sha|Clause 6.1.1|Risk & Compliance|YES|Risk Framework|ai.transparency.doc_|(completed_doc_secti|Clause 6.1.1|80.0|ISO/IEC 42001|The organisation sha|Worldwide|Baseline
ISO-005|The organisation sha|Clause 6.1.1|Risk & Compliance|YES|Risk Identification|ai.core.error_rate|mean(ai.core.error_r|Clause 6.1.1|0.05|ISO/IEC 42001|The organisation sha|Worldwide|Baseline
ISO-005|The organisation sha|Clause 6.1.1|Risk & Compliance|YES|Risk Identification|ai.risk.error_to_lim|ai.core.error_rate /|Your error-to-limit |0.80|ISO/IEC 42001|The organisation sha|Worldwide|Baseline
ISO-005|The organisation sha|Clause 6.1.1|Risk & Compliance|YES|AI Impact Assessment|ai.core.drift_score|KL_divergence(baseli|Clause 6.1.1|0.15|ISO/IEC 42001|The organisation sha|Worldwide|Not Baseline
ISO-005|The organisation sha|Clause 6.1.1|Risk & Compliance|NO|AI Impact Assessment|ai.risk.drift_to_lim|ai.core.drift_score |Your drift-to-limit |0.80|ISO/IEC 42001|The organisation sha|Worldwide|Not Baseline
ISO-006|The organisation sha|Clause 6.1.2|Risk & Compliance|NO|Stakeholder Engageme|NO_METRIC|NO_FORMULA|Clause 6.1.2|N/A|ISO/IEC 42001|The organisation sha|Worldwide|Not Baseline
ISO-006|The organisation sha|Clause 6.1.2|Risk & Compliance|NO|AI System Context an|NO_METRIC|NO_FORMULA|Clause 6.1.2|N/A|ISO/IEC 42001|The organisation sha|Worldwide|Baseline
ISO-006|The organisation sha|Clause 6.1.2|Risk & Compliance|YES|AI Impact Assessment|ai.core.drift_score|KL_divergence(baseli|Clause 6.1.2|0.15|ISO/IEC 42001|The organisation sha|Worldwide|Not Baseline
ISO-006|The organisation sha|Clause 6.1.2|Risk & Compliance|NO|AI Impact Assessment|ai.risk.drift_to_lim|ai.core.drift_score |Your drift-to-limit |0.80|ISO/IEC 42001|The organisation sha|Worldwide|Not Baseline
ISO-007|Documented informati|Clause 6.1.3|Risk & Compliance|NO|Technical Documentat|NO_METRIC|NO_FORMULA|Clause 6.1.3|N/A|ISO/IEC 42001|Documented informati|Worldwide|Not Baseline
ISO-007|Documented informati|Clause 6.1.3|Risk & Compliance|YES|Risk Treatment|ai.oversight.overrid|human_overrides / ai|Clause 6.1.3|0.10|ISO/IEC 42001|Documented informati|Worldwide|Not Baseline
ISO-007|Documented informati|Clause 6.1.3|Risk & Compliance|YES|Risk Treatment|ai.risk.override_to_|ai.oversight.overrid|Your override-to-tar|0.80|ISO/IEC 42001|Documented informati|Worldwide|Not Baseline
ISO-007|Documented informati|Clause 6.1.3|Risk & Compliance|NO|Record-Keeping|ai.records.audit_log|(verified_log_entrie|Clause 6.1.3|N/A|ISO/IEC 42001|Documented informati|Worldwide|Not Baseline
ISO-008|The organisation sha|Clause 6.2|Risk & Compliance|NO|Strategic Alignment|NO_METRIC|NO_FORMULA|Clause 6.2|N/A|ISO/IEC 42001|The organisation sha|Worldwide|Not Baseline
ISO-008|The organisation sha|Clause 6.2|Risk & Compliance|NO|Continuous Improveme|NO_METRIC|NO_FORMULA|Clause 6.2|N/A|ISO/IEC 42001|The organisation sha|Worldwide|Not Baseline
ISO-008|The organisation sha|Clause 6.2|Risk & Compliance|YES|Risk Framework|ai.transparency.doc_|(completed_doc_secti|Clause 6.2|80.0|ISO/IEC 42001|The organisation sha|Worldwide|Baseline
ISO-009|The organisation sha|Clause 7.1|Corporate Oversight|NO|Roles and Resources|ai.governance.role_f|(filled_governance_r|Clause 7.1|N/A|ISO/IEC 42001|The organisation sha|Worldwide|Not Baseline
ISO-009|The organisation sha|Clause 7.1|Corporate Oversight|YES|Resource Management|ai.resources.compute|sum(compute_costs) f|Clause 7.1|N/A|ISO/IEC 42001|The organisation sha|Worldwide|Not Baseline
ISO-009|The organisation sha|Clause 7.1|Corporate Oversight|YES|Resource Management|ai.resources.token_u|sum(prompt_tokens + |Clause 7.1|N/A|ISO/IEC 42001|The organisation sha|Worldwide|Not Baseline
ISO-010|Persons doing work u|Clause 7.2|Corporate Oversight|NO|Roles and Resources|ai.governance.role_f|(filled_governance_r|Clause 7.2|N/A|ISO/IEC 42001|Persons doing work u|Worldwide|Not Baseline
ISO-010|Persons doing work u|Clause 7.2|Corporate Oversight|YES|Resource Management|ai.resources.compute|sum(compute_costs) f|Clause 7.2|N/A|ISO/IEC 42001|Persons doing work u|Worldwide|Not Baseline
ISO-010|Persons doing work u|Clause 7.2|Corporate Oversight|YES|Resource Management|ai.resources.token_u|sum(prompt_tokens + |Clause 7.2|N/A|ISO/IEC 42001|Persons doing work u|Worldwide|Not Baseline
ISO-011|Documented informati|Clause 7.2(d)|Risk & Compliance|NO|Roles and Resources|ai.governance.role_f|(filled_governance_r|Clause 7.2(d)|N/A|ISO/IEC 42001|Documented informati|Worldwide|Not Baseline
ISO-011|Documented informati|Clause 7.2(d)|Risk & Compliance|NO|Technical Documentat|NO_METRIC|NO_FORMULA|Clause 7.2(d)|N/A|ISO/IEC 42001|Documented informati|Worldwide|Not Baseline
ISO-011|Documented informati|Clause 7.2(d)|Risk & Compliance|NO|Record-Keeping|ai.records.audit_log|(verified_log_entrie|Clause 7.2(d)|N/A|ISO/IEC 42001|Documented informati|Worldwide|Not Baseline
ISO-012|Internal audits shal|Clause 9.2|Risk & Compliance|NO|Internal Audit|NO_METRIC|NO_FORMULA|Clause 9.2|N/A|ISO/IEC 42001|Internal audits shal|Worldwide|Baseline
ISO-012|Internal audits shal|Clause 9.2|Risk & Compliance|NO|Continuous Improveme|NO_METRIC|NO_FORMULA|Clause 9.2|N/A|ISO/IEC 42001|Internal audits shal|Worldwide|Not Baseline
ISO-012|Internal audits shal|Clause 9.2|Risk & Compliance|NO|Record-Keeping|ai.records.audit_log|(verified_log_entrie|Clause 9.2|N/A|ISO/IEC 42001|Internal audits shal|Worldwide|Not Baseline
ISO-013|Top management shall|Clause 9.3|Risk & Compliance|NO|Internal Audit|NO_METRIC|NO_FORMULA|Clause 9.3|N/A|ISO/IEC 42001|Top management shall|Worldwide|Baseline
ISO-013|Top management shall|Clause 9.3|Risk & Compliance|NO|Executive Commitment|NO_METRIC|NO_FORMULA|Clause 9.3|N/A|ISO/IEC 42001|Top management shall|Worldwide|Baseline
ISO-013|Top management shall|Clause 9.3|Risk & Compliance|NO|Continuous Improveme|NO_METRIC|NO_FORMULA|Clause 9.3|N/A|ISO/IEC 42001|Top management shall|Worldwide|Not Baseline
ISO-014|The organisation sha|Clause 10.2|Risk & Compliance|NO|Internal Audit|NO_METRIC|NO_FORMULA|Clause 10.2|N/A|ISO/IEC 42001|The organisation sha|Worldwide|Baseline
ISO-014|The organisation sha|Clause 10.2|Risk & Compliance|NO|Change Management|NO_METRIC|NO_FORMULA|Clause 10.2|N/A|ISO/IEC 42001|The organisation sha|Worldwide|Not Baseline
ISO-014|The organisation sha|Clause 10.2|Risk & Compliance|NO|Continuous Improveme|NO_METRIC|NO_FORMULA|Clause 10.2|N/A|ISO/IEC 42001|The organisation sha|Worldwide|Not Baseline
ISO-015|The organisation sha|Annex A 6.1.5|Risk & Compliance|NO|Privacy Compliance|NO_METRIC|NO_FORMULA|Annex A 6.1.5|N/A|ISO/IEC 42001|The organisation sha|Worldwide|Not Baseline
ISO-015|The organisation sha|Annex A 6.1.5|Risk & Compliance|YES|Regulatory Complianc|ai.risk.disclosure_g|max(0, 100 - ai.tran|Your disclosure gap |10.0|ISO/IEC 42001|The organisation sha|Worldwide|Not Baseline
ISO-015|The organisation sha|Annex A 6.1.5|Risk & Compliance|YES|Regulatory Complianc|ai.transparency.disc|(disclosed_interacti|Annex A 6.1.5|90.0|ISO/IEC 42001|The organisation sha|Worldwide|Not Baseline
ISO-015|The organisation sha|Annex A 6.1.5|Risk & Compliance|YES|Conformity Assessmen|ai.transparency.doc_|(completed_doc_secti|Annex A 6.1.5|80.0|ISO/IEC 42001|The organisation sha|Worldwide|Not Baseline
ISO-015|The organisation sha|Annex A 6.1.5|Risk & Compliance|NO|Fairness and Bias Ma|ai.fairness.demograp|min(P(Y=1 A=a)) / ma|Annex A 6.1.5|N/A|ISO/IEC 42001|The organisation sha|Worldwide|Not Baseline
ISO-015|The organisation sha|Annex A 6.1.5|Risk & Compliance|NO|Fairness and Bias Ma|ai.fairness.equal_op|max(TPR_a - TPR_b) a|Annex A 6.1.5|N/A|ISO/IEC 42001|The organisation sha|Worldwide|Not Baseline
ISO-016|Processes for transp|Annex A 6.2.2|Risk & Compliance|YES|AI Transparency|ai.transparency.disc|(disclosed_interacti|Annex A 6.2.2|90.0|ISO/IEC 42001|Processes for transp|Worldwide|Baseline
ISO-016|Processes for transp|Annex A 6.2.2|Risk & Compliance|YES|Transparency|ai.risk.doc_complete|max(0, 100 - ai.tran|Your documentation g|20.0|ISO/IEC 42001|Processes for transp|Worldwide|Baseline
ISO-016|Processes for transp|Annex A 6.2.2|Risk & Compliance|YES|Transparency|ai.transparency.doc_|(completed_doc_secti|Annex A 6.2.2|80.0|ISO/IEC 42001|Processes for transp|Worldwide|Baseline
ISO-016|Processes for transp|Annex A 6.2.2|Risk & Compliance|NO|Explainability|ai.explain.coverage_|(explained_outputs /|Annex A 6.2.2|N/A|ISO/IEC 42001|Processes for transp|Worldwide|Not Baseline
ISO-016|Processes for transp|Annex A 6.2.2|Risk & Compliance|NO|Explainability|ai.explain.user_sati|mean(explanation_rat|Annex A 6.2.2|N/A|ISO/IEC 42001|Processes for transp|Worldwide|Not Baseline
ISO-017|Data governance proc|Annex A 6.2.4|Risk & Compliance|YES|Data Quality|ai.data.bias_score|max(demographic_imba|Annex A 6.2.4|N/A|ISO/IEC 42001|Data governance proc|Worldwide|Baseline
ISO-017|Data governance proc|Annex A 6.2.4|Risk & Compliance|YES|Data Quality|ai.data.quality_scor|weighted_mean(comple|Annex A 6.2.4|N/A|ISO/IEC 42001|Data governance proc|Worldwide|Baseline
ISO-017|Data governance proc|Annex A 6.2.4|Risk & Compliance|NO|Model Cards and Data|NO_METRIC|NO_FORMULA|Annex A 6.2.4|N/A|ISO/IEC 42001|Data governance proc|Worldwide|Not Baseline
ISO-017|Data governance proc|Annex A 6.2.4|Risk & Compliance|NO|Privacy by Design|NO_METRIC|NO_FORMULA|Annex A 6.2.4|N/A|ISO/IEC 42001|Data governance proc|Worldwide|Not Baseline
ISO-017|Data governance proc|Annex A 6.2.4|Risk & Compliance|NO|Personal Data|ai.privacy.consent_r|(consented_records /|Annex A 6.2.4|N/A|ISO/IEC 42001|Data governance proc|Worldwide|Not Baseline
ISO-017|Data governance proc|Annex A 6.2.4|Risk & Compliance|NO|Personal Data|ai.privacy.dsr_respo|mean(days_from_reque|Annex A 6.2.4|N/A|ISO/IEC 42001|Data governance proc|Worldwide|Not Baseline
ISO-018|Human oversight mech|Annex A 6.2.5|Corporate Oversight|NO|Roles and Resources|ai.governance.role_f|(filled_governance_r|Annex A 6.2.5|N/A|ISO/IEC 42001|Human oversight mech|Worldwide|Not Baseline
ISO-018|Human oversight mech|Annex A 6.2.5|Corporate Oversight|YES|Human Oversight|ai.oversight.overrid|(human_overrides / a|Annex A 6.2.5|0.10|ISO/IEC 42001|Human oversight mech|Worldwide|Not Baseline
ISO-018|Human oversight mech|Annex A 6.2.5|Corporate Oversight|NO|Human Oversight|ai.oversight.review_|(reviewed_decisions |Annex A 6.2.5|N/A|ISO/IEC 42001|Human oversight mech|Worldwide|Not Baseline
ISO-019|Safety controls for |Annex A 6.2.6|Risk & Compliance|YES|Risk Treatment|ai.oversight.overrid|human_overrides / ai|Annex A 6.2.6|0.10|ISO/IEC 42001|Safety controls for |Worldwide|Not Baseline
ISO-019|Safety controls for |Annex A 6.2.6|Risk & Compliance|YES|Risk Treatment|ai.risk.override_to_|ai.oversight.overrid|Your override-to-tar|0.80|ISO/IEC 42001|Safety controls for |Worldwide|Not Baseline
ISO-019|Safety controls for |Annex A 6.2.6|Risk & Compliance|NO|Safety|NO_METRIC|NO_FORMULA|Annex A 6.2.6|N/A|ISO/IEC 42001|Safety controls for |Worldwide|Not Baseline
ISO-019|Safety controls for |Annex A 6.2.6|Risk & Compliance|NO|Robustness|ai.robustness.drift_|KL_divergence(baseli|Annex A 6.2.6|N/A|ISO/IEC 42001|Safety controls for |Worldwide|Not Baseline
ISO-019|Safety controls for |Annex A 6.2.6|Risk & Compliance|NO|Robustness|ai.robustness.uptime|(uptime_minutes / to|Annex A 6.2.6|N/A|ISO/IEC 42001|Safety controls for |Worldwide|Not Baseline
ISO-020|Mechanisms to preven|Annex A 6.2.7|Security|NO|Incident Detection|ai.incident.detectio|(detected_incidents |Annex A 6.2.7|N/A|ISO/IEC 42001|Mechanisms to preven|Worldwide|Not Baseline
ISO-020|Mechanisms to preven|Annex A 6.2.7|Security|NO|Incident Detection|ai.incident.mttd|mean(time_from_incid|Annex A 6.2.7|N/A|ISO/IEC 42001|Mechanisms to preven|Worldwide|Not Baseline
ISO-020|Mechanisms to preven|Annex A 6.2.7|Security|NO|Security Governance|NO_METRIC|NO_FORMULA|Annex A 6.2.7|N/A|ISO/IEC 42001|Mechanisms to preven|Worldwide|Baseline
ISO-020|Mechanisms to preven|Annex A 6.2.7|Security|NO|Software Security|ai.security.pentest_|days_since(last_pent|Annex A 6.2.7|N/A|ISO/IEC 42001|Mechanisms to preven|Worldwide|Not Baseline
ISO-020|Mechanisms to preven|Annex A 6.2.7|Security|NO|Software Security|ai.security.vuln_ope|count(vulnerabilitie|Annex A 6.2.7|N/A|ISO/IEC 42001|Mechanisms to preven|Worldwide|Not Baseline
ISO-020|Mechanisms to preven|Annex A 6.2.7|Security|NO|Data Security|ai.data.dlp_incident|count(dlp_incidents)|Annex A 6.2.7|N/A|ISO/IEC 42001|Mechanisms to preven|Worldwide|Not Baseline
ISO-020|Mechanisms to preven|Annex A 6.2.7|Security|NO|Data Security|ai.data.encryption_c|(encrypted_datasets |Annex A 6.2.7|N/A|ISO/IEC 42001|Mechanisms to preven|Worldwide|Not Baseline
NIST-001|Organizations shall |GOVERN 1.1|Risk & Compliance|NO|Executive Commitment|NO_METRIC|NO_FORMULA|GOVERN 1.1|N/A|NIST AI RMF|Organizations shall |Worldwide|Baseline
NIST-001|Organizations shall |GOVERN 1.1|Risk & Compliance|NO|Roles and Resources|ai.governance.role_f|(filled_governance_r|GOVERN 1.1|N/A|NIST AI RMF|Organizations shall |Worldwide|Not Baseline
NIST-001|Organizations shall |GOVERN 1.1|Risk & Compliance|YES|Risk Framework|ai.transparency.doc_|(completed_doc_secti|GOVERN 1.1|80.0|NIST AI RMF|Organizations shall |Worldwide|Baseline
NIST-001|Organizations shall |GOVERN 1.1|Risk & Compliance|YES|Regulatory Complianc|ai.risk.disclosure_g|max(0, 100 - ai.tran|Your disclosure gap |10.0|NIST AI RMF|Organizations shall |Worldwide|Not Baseline
NIST-001|Organizations shall |GOVERN 1.1|Risk & Compliance|YES|Regulatory Complianc|ai.transparency.disc|(disclosed_interacti|GOVERN 1.1|90.0|NIST AI RMF|Organizations shall |Worldwide|Not Baseline
NIST-002|Organizational teams|GOVERN 1.2|Corporate Oversight|NO|Stakeholder Engageme|NO_METRIC|NO_FORMULA|GOVERN 1.2|N/A|NIST AI RMF|Organizational teams|Worldwide|Not Baseline
NIST-002|Organizational teams|GOVERN 1.2|Corporate Oversight|NO|Executive Commitment|NO_METRIC|NO_FORMULA|GOVERN 1.2|N/A|NIST AI RMF|Organizational teams|Worldwide|Baseline
NIST-002|Organizational teams|GOVERN 1.2|Corporate Oversight|NO|Strategic Alignment|NO_METRIC|NO_FORMULA|GOVERN 1.2|N/A|NIST AI RMF|Organizational teams|Worldwide|Not Baseline
NIST-003|Organizational leade|GOVERN 1.3|Risk & Compliance|NO|Internal Audit|NO_METRIC|NO_FORMULA|GOVERN 1.3|N/A|NIST AI RMF|Organizational leade|Worldwide|Baseline
